Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
1,2005,Scott Young\YounSc20,OG,1,BYU,,6-4,312,5.08,35.0,43,115,7.46,4.37,Philadelphia Eagles / 5th / 172nd pick / 2005
2,2005,Troy Williamson\WillTr01,WR,8,South Carolina,College Stats,6-1,203,4.32,,,,6.99,,Minnesota Vikings / 1st / 7th pick / 2005
3,2005,Ray Willis\WillRa22,OT,12,Florida State,,6-6,327,5.18,,27,,,,Seattle Seahawks / 4th / 105th pick / 2005
4,2005,Mike Williams\WillMi03,WR,13,Southern California,College Stats,6-5,229,4.56,36.5,,,,,Detroit Lions / 1st / 10th pick / 2005
5,2005,Cadillac Williams\WillCa02,RB,29,Auburn,College Stats,5-11,217,4.43,35.5,19,118,6.94,4.15,Tampa Bay Buccaneers / 1st / 5th pick / 2005
6,2005,Roddy White\WhitRo00,WR,107,Alabama-Birmingham,College Stats,6-1,207,4.46,,,,,,Atlanta Falcons / 1st / 27th pick / 2005
7,2005,Manuel White,FB,,Michigan State,College Stats,6-2,244,4.64,,,,,,Washington Redskins / 4th / 120th pick / 2005
8,2005,Paris Warren\WarrPa00,WR,0,Utah,College Stats,6-0,219,4.71,31.5,,,,,Tampa Bay Buccaneers / 7th / 225th pick / 2005
9,2005,Andrew Walter\WaltAn00,QB,1,Arizona State,College Stats,6-6,233,4.86,,,,,,Oakland Raiders / 3rd / 69th pick / 2005
10,2005,Craphonso Thorpe\ThorCr00,WR,1,Florida State,College Stats,6-1,188,4.38,,,,,,Kansas City Chiefs / 4th / 116th pick / 2005
11,2005,Claude Terrell\TerrCl20,OG,6,New Mexico,,6-2,343,5.42,24.5,27,89,8.17,4.75,St. Louis Rams / 4th / 134th pick / 2005
12,2005,Adam Terry\TerrAd20,OT,10,Syracuse,,6-8,330,5.40,28.0,,96,7.89,4.78,Baltimore Ravens / 2nd / 64th pick / 2005
13,2005,J.R. Russell,WR,,Louisville,College Stats,6-3,206,4.56,34.5,,,,,Tampa Bay Buccaneers / 7th / 253rd pick / 2005
14,2005,David Stewart\StewDa21,OT,56,Mississippi State,,6-6,314,5.25,,24,,,,Tennessee Titans / 4th / 113th pick / 2005
15,2005,Darren Sproles\SproDa00,RB,77,Kansas State,College Stats,5-6,187,4.47,33.0,23,105,6.96,3.96,San Diego Chargers / 4th / 130th pick / 2005
16,2005,Adam Snyder\SnydAd20,OG,41,Michigan State,,6-5,316,5.34,28.5,21,93,7.83,4.83,San Francisco 49ers / 3rd / 94th pick / 2005
17,2005,Alex Smith\SmitAl03,QB,112,Utah,College Stats,6-4,217,4.71,32.0,,113,6.82,3.96,San Francisco 49ers / 1st / 1st pick / 2005
18,2005,Alex Smith\SmitAl02,TE,12,Stanford,College Stats,6-4,258,4.88,,28,,,,Tampa Bay Buccaneers / 3rd / 71st pick / 2005
19,2005,Wes Sims\SimsWe20,OT,0,Oklahoma,,6-5,318,5.39,28.0,26,108,7.68,4.43,San Diego Chargers / 6th / 177th pick / 2005
20,2005,Eric Shelton\ShelEr00,RB,0,Louisville,College Stats,6-1,246,4.53,38.5,,124,7.44,4.08,Carolina Panthers / 2nd / 54th pick / 2005
21,2005,Tony Jackson,TE,,Iowa,College Stats,6-2,266,4.75,33.0,23,113,7.50,4.48,Seattle Seahawks / 6th / 196th pick / 2005
22,2005,David Greene,QB,,Georgia,College Stats,6-3,226,4.78,31.5,,115,7.00,4.10,Seattle Seahawks / 3rd / 85th pick / 2005
23,2005,Bo Scaife\ScaiBo00,TE,22,Texas,College Stats,6-3,249,4.75,32.5,24,114,7.21,4.12,Tennessee Titans / 6th / 179th pick / 2005
24,2005,Michael Roos\RoosMi20,OT,75,Eastern Washington,,6-7,320,5.30,29.0,19,97,7.72,4.50,Tennessee Titans / 2nd / 41st pick / 2005
25,2005,Aaron Rodgers\RodgAa00,QB,156,California,College Stats,6-2,223,4.71,34.5,,110,7.38,,Green Bay Packers / 1st / 24th pick / 2005
26,2005,Courtney Roby\RobyCo00,WR,3,Indiana,College Stats,6-0,189,4.41,36.5,,126,6.60,3.94,Tennessee Titans / 3rd / 68th pick / 2005
27,2005,Jamaica Rector\RectJa00,WR,0,Northwest Missouri State,,5-10,186,4.47,36.5,,122,6.78,4.13,
28,2005,Fred Gibson,WR,,Georgia,College Stats,6-4,196,4.55,38.5,,126,7.03,4.10,Pittsburgh Steelers / 4th / 131st pick / 2005
29,2005,Rob Petitti\PetiRo20,OT,8,Pittsburgh,,6-6,347,5.48,,,,,,Dallas Cowboys / 6th / 209th pick / 2005
30,2005,Tab Perry\PerrTa00,WR,1,UCLA,College Stats,6-2,229,4.46,34.0,,116,7.00,,Cincinnati Bengals / 6th / 190th pick / 2005
31,2005,Erik Pears\PearEr20,OT,47,Colorado State,,6-8,312,5.12,,,,,,
32,2005,Alvin Pearman\PearAl00,RB,5,Virginia,College Stats,5-9,208,4.63,34.0,24,114,7.06,4.08,Jacksonville Jaguars / 4th / 127th pick / 2005
33,2005,Roscoe Parrish\ParrRo00,WR,15,Miami (FL),College Stats,5-10,168,4.37,,,,,,Buffalo Bills / 2nd / 55th pick / 2005
34,2005,Chad Owens\OwenCh00,WR,0,Hawaii,College Stats,5-7,183,4.62,37.0,,116,6.70,3.94,Jacksonville Jaguars / 6th / 185th pick / 2005
35,2005,Kyle Orton\OrtoKy00,QB,45,Purdue,College Stats,6-4,233,5.06,26.5,,,7.38,4.52,Chicago Bears / 4th / 106th pick / 2005
36,2005,Dan Orlovsky\OrloDa00,QB,7,Connecticut,College Stats,6-5,225,4.93,29.5,,107,7.33,4.39,Detroit Lions / 5th / 145th pick / 2005
37,2005,Frank Omiyale\OmiyFr20,OT,18,Tennessee Tech,,6-4,310,5.30,29.5,22,101,8.19,4.72,Atlanta Falcons / 5th / 163rd pick / 2005
38,2005,Chase Lyman,WR,,California,College Stats,6-3,217,4.50,,,,,,New Orleans Saints / 4th / 118th pick / 2005
39,2005,Doug Nienhuis\NienDo20,OG,0,Oregon State,,6-6,307,5.15,29.5,22,99,7.50,4.47,Seattle Seahawks / 7th / 254th pick / 2005
40,2005,Chris Myers\MyerCh20,OG,71,Miami (FL),,6-5,300,5.11,,25,,,,Denver Broncos / 6th / 200th pick / 2005
41,2005,Terrence Murphy\MurpTe00,WR,0,Texas A&M,College Stats,6-1,202,4.39,,,,,,Green Bay Packers / 2nd / 58th pick / 2005
42,2005,Vernand Morency\MoreVe00,RB,8,Oklahoma State,College Stats,5-10,212,4.66,33.5,19,108,7.02,4.12,Houston Texans / 3rd / 73rd pick / 2005
43,2005,Lance Moore\MoorLa00,WR,45,Toledo,College Stats,5-9,177,4.52,,,,,,
44,2005,Ryan Moats\MoatRy00,RB,7,Louisiana Tech,College Stats,5-8,210,4.46,36.0,19,117,7.22,4.10,Philadelphia Eagles / 3rd / 77th pick / 2005
45,2005,Heath Miller\MillHe00,TE,59,Virginia,College Stats,6-5,256,4.79,,,,,,Pittsburgh Steelers / 1st / 30th pick / 2005
46,2005,Leron McCoy\McCoLe00,WR,1,Indiana (PA),,6-1,211,4.40,37.0,,120,7.19,4.21,Arizona Cardinals / 7th / 226th pick / 2005
47,2005,Jerome Mathis\MathJe00,WR,4,Hampton,,5-11,181,4.28,35.5,,123,,,Houston Texans / 4th / 114th pick / 2005
48,2005,Evan Mathis\MathEv20,OG,51,Alabama,,6-5,304,4.92,35.5,35,117,7.37,4.16,Carolina Panthers / 3rd / 79th pick / 2005
49,2005,Rasheed Marshall\MarsRa00,WR,0,West Virginia,College Stats,6-0,185,4.51,38.0,,121,6.81,3.95,San Francisco 49ers / 5th / 174th pick / 2005
50,2005,Logan Mankins\MankLo20,OG,129,Fresno State,,6-4,307,5.06,31.5,21,95,7.52,4.44,New England Patriots / 1st / 32nd pick / 2005
51,2005,Daniel Loper\LopeDa20,OT,7,Texas Tech,,6-6,306,5.30,32.0,14,101,7.74,4.68,Tennessee Titans / 5th / 150th pick / 2005
52,2005,Chris Kemoeatu\KemoCh20,OG,29,Utah,,6-3,344,5.34,29.0,26,98,7.75,4.54,Pittsburgh Steelers / 6th / 204th pick / 2005
53,2005,Nick Kaczur\KaczNi20,OT,40,Toledo,College Stats,6-4,319,5.28,31.5,,,,,New England Patriots / 3rd / 100th pick / 2005
54,2005,Keith Joseph\JoseKe00,FB,0,Texas A&M,College Stats,6-2,254,4.68,33.0,27,113,7.43,4.20,
55,2005,Matt Jones\JoneMa00,TE,23,Arkansas,College Stats,6-6,242,4.37,39.5,,129,,,Jacksonville Jaguars / 1st / 21st pick / 2005
56,2005,Brandon Jones\JoneBr02,WR,13,Oklahoma,College Stats,6-1,210,4.42,37.0,,114,7.03,4.08,Tennessee Titans / 3rd / 96th pick / 2005
57,2005,Marcus Johnson\JohnMa20,OG,10,Mississippi,,6-6,321,5.45,27.5,21,104,7.71,4.71,Minnesota Vikings / 2nd / 49th pick / 2005
58,2005,Brandon Jacobs\JacoBr00,RB,41,Southern Illinois,,6-4,267,4.56,37.0,19,118,7.53,4.46,New York Giants / 4th / 110th pick / 2005
59,2005,Vincent Jackson\JackVi00,WR,92,Northern Colorado,,6-5,241,4.46,39.0,,,,,San Diego Chargers / 2nd / 61st pick / 2005
60,2005,Cedric Houston\HousCe00,RB,5,Tennessee,College Stats,5-11,225,4.61,,,,,,New York Jets / 6th / 182nd pick / 2005
61,2005,Alex Holmes\HolmAl00,TE,0,Southern California,College Stats,6-2,265,5.04,,18,,,,
62,2005,Noah Herron\HerrNo00,RB,3,Northwestern,College Stats,5-11,224,4.60,31.0,17,108,6.95,3.97,Pittsburgh Steelers / 7th / 244th pick / 2005
63,2005,Chris Henry\HenrCh00,WR,17,West Virginia,College Stats,6-4,197,4.50,,,,,,Cincinnati Bengals / 3rd / 83rd pick / 2005
64,2005,Madison Hedgecock\HedgMa00,FB,2,North Carolina,College Stats,6-3,266,4.87,32.5,29,108,7.41,4.24,St. Louis Rams / 7th / 251st pick / 2005
65,2005,Alex Haynes\HaynAl00,RB,0,Central Florida,College Stats,5-10,223,4.51,32.5,21,,,,
66,2005,Kay-Jay Harris\HarrKa00,RB,0,West Virginia,College Stats,6-0,241,4.56,38.0,,122,7.20,4.10,
67,2005,Justin Green\GreeJu00,FB,0,Montana,,5-11,251,4.84,31.0,23,109,7.24,4.21,Baltimore Ravens / 5th / 158th pick / 2005
68,2005,Ryan Grant\GranRy00,RB,38,Notre Dame,College Stats,6-1,215,4.43,33.5,17,115,7.08,4.12,
69,2005,Frank Gore\GoreFr00,RB,119,Miami (FL),College Stats,5-9,217,4.58,,,,,,San Francisco 49ers / 3rd / 65th pick / 2005
70,2005,Craig Bragg,WR,,UCLA,College Stats,6-1,196,4.46,36.0,,,,,Green Bay Packers / 6th / 195th pick / 2005
71,2005,Justin Geisinger\GeisJu20,OT,0,Vanderbilt,,6-4,322,5.38,25.0,34,95,7.87,4.62,Buffalo Bills / 6th / 197th pick / 2005
72,2005,Lionel Gates\GateLi00,RB,0,Louisville,College Stats,6-0,222,4.60,36.0,23,121,7.17,4.10,Buffalo Bills / 7th / 236th pick / 2005
73,2005,Dylan Gandy\GandDy20,OG,21,Texas Tech,,6-3,304,5.12,29.5,,100,7.62,4.51,Indianapolis Colts / 4th / 129th pick / 2005
74,2005,Charlie Frye\FryeCh00,QB,8,Akron,College Stats,6-4,225,4.79,33.0,,113,6.94,4.08,Cleveland Browns / 3rd / 67th pick / 2005
75,2005,Ryan Fitzpatrick\FitzRy00,QB,79,Harvard,,6-2,232,4.86,30.5,,105,7.09,4.07,St. Louis Rams / 7th / 250th pick / 2005
76,2005,Ciatrick Fason\FasoCi00,RB,1,Florida,College Stats,6-1,207,4.58,,,,,,Minnesota Vikings / 4th / 112th pick / 2005
77,2005,Kevin Everett\EverKe00,TE,0,Miami (FL),College Stats,6-5,241,4.72,,,,,,Buffalo Bills / 3rd / 86th pick / 2005
78,2005,Trai Essex\EsseTr20,OT,18,Northwestern,College Stats,6-4,324,5.61,29.0,,96,8.11,4.92,Pittsburgh Steelers / 3rd / 93rd pick / 2005
79,2005,Braylon Edwards\EdwaBr00,WR,47,Michigan,College Stats,6-3,211,4.45,,,,,,Cleveland Browns / 1st / 3rd pick / 2005
80,2005,Kevin Dudley\DudlKe00,FB,0,Michigan,College Stats,6-0,238,4.91,30.0,19,109,7.25,4.56,
81,2005,Joel Dreessen\DreeJo00,TE,17,Colorado State,College Stats,6-4,260,4.72,36.0,22,113,7.09,4.01,New York Jets / 6th / 198th pick / 2005
82,2005,Harvey Dahl\DahlHa20,OT,37,Nevada,,6-6,299,5.42,27.0,17,99,8.15,4.58,
83,2005,Tony Curtis\CurtTo00,TE,0,Portland State,,6-5,269,4.93,,21,115,,,
84,2005,Airese Currie\CurrAi00,WR,0,Clemson,College Stats,5-10,186,4.49,38.0,,125,7.05,4.07,Chicago Bears / 5th / 140th pick / 2005
85,2005,Dan Connolly\ConnDa21,OT,45,Southeast Missouri,,6-4,311,5.19,28.5,22,108,7.65,4.54,
86,2005,Jerome Collins\CollJe00,TE,0,Notre Dame,College Stats,6-4,267,4.71,,21,118,,,St. Louis Rams / 5th / 144th pick / 2005
87,2005,DeAndra Cobb\CobbDe00,RB,0,Michigan State,College Stats,5-10,196,4.49,34.0,17,118,7.13,4.25,Atlanta Falcons / 6th / 201st pick / 2005
88,2005,Anthony Davis,RB,,Wisconsin,College Stats,5-7,200,4.50,38.0,18,121,7.39,,Indianapolis Colts / 7th / 243rd pick / 2005
