Rk,Year,Player,Pos,AV,School,College,Height,Wt,40YD,Vertical,BenchReps,Broad Jump,3Cone,Shuttle,Drafted (tm/rnd/yr)
1,2000,Bashir Yamini\YamiBa20,WR,0,Iowa,College Stats,6-3,191,4.53,33.0,,130,7.09,4.18,
2,2000,Spergon Wynn\WynnSp00,QB,2,Texas State,College Stats,6-3,229,4.91,34.0,,108,7.71,4.59,Cleveland Browns / 6th / 183rd pick / 2000
3,2000,James Williams\WillJa01,WR,4,Marshall,College Stats,5-11,180,4.59,36.0,,123,7.22,4.16,Seattle Seahawks / 6th / 175th pick / 2000
4,2000,Bobbie Williams\WillBo21,OT,64,Arkansas,,6-4,332,5.26,29.0,28,97,7.78,4.72,Philadelphia Eagles / 2nd / 61st pick / 2000
5,2000,Michael Wiley\WileMi00,RB,4,Ohio State,College Stats,5-11,193,4.50,,,,,,Dallas Cowboys / 5th / 144th pick / 2000
6,2000,Dez White\WhitDe00,WR,19,Georgia Tech,College Stats,6-1,218,4.62,37.5,,124,6.91,4.09,Chicago Bears / 3rd / 69th pick / 2000
7,2000,Austin Wheatley\WheaAu20,TE,0,Iowa,College Stats,6-4,254,4.66,32.5,,121,6.97,4.18,New Orleans Saints / 5th / 158th pick / 2000
8,2000,James Whalen\WhalJa00,TE,1,Kentucky,College Stats,6-2,228,4.78,31.0,,110,7.42,4.22,Tampa Bay Buccaneers / 5th / 157th pick / 2000
9,2000,Peter Warrick\WarrPe00,WR,29,Florida State,College Stats,5-11,194,4.58,,,,,,Cincinnati Bengals / 1st / 4th pick / 2000
10,2000,Troy Walters\WaltTr00,WR,13,Stanford,College Stats,5-6,171,4.55,32.5,,106,6.61,3.84,Minnesota Vikings / 5th / 165th pick / 2000
11,2000,Todd Wade\WadeTo20,OT,51,Mississippi,,6-8,326,5.22,27.5,29,101,7.68,4.68,Miami Dolphins / 2nd / 53rd pick / 2000
12,2000,Michael Thompson\ThomMi20,OT,3,Tennessee State,,6-4,305,5.28,26.0,16,104,7.99,4.73,Atlanta Falcons / 4th / 100th pick / 2000
13,2000,Jason Thomas\ThomJa20,OG,1,Hampton,,6-3,300,5.22,29.5,23,100,7.99,,San Diego Chargers / 7th / 222nd pick / 2000
14,2000,Travis Taylor\TaylTr01,WR,36,Florida,College Stats,6-1,199,4.43,37.0,,118,7.15,,Baltimore Ravens / 1st / 10th pick / 2000
15,2000,Mark Tauscher\TausMa20,OG,72,Wisconsin,,6-3,318,5.37,27.0,22,90,7.91,4.84,Green Bay Packers / 7th / 224th pick / 2000
16,2000,Jay Tant\TantJa00,TE,0,Northwestern,College Stats,6-3,255,4.75,,31,,,,Arizona Cardinals / 5th / 164th pick / 2000
17,2000,Shyrone Stith\StitSh00,RB,0,Virginia Tech,College Stats,5-7,204,4.60,35.0,13,111,7.14,4.14,Jacksonville Jaguars / 7th / 243rd pick / 2000
18,2000,Dave Stachelski\StacDa00,TE,0,Boise State,College Stats,6-3,250,4.78,38.0,24,115,6.84,4.14,New England Patriots / 5th / 141st pick / 2000
19,2000,R. Jay Soward\SowaR.00,WR,2,Southern California,College Stats,5-9,177,4.34,35.0,,124,,,Jacksonville Jaguars / 1st / 29th pick / 2000
20,2000,Terrelle Smith\SmitTe00,FB,2,Arizona State,College Stats,6-0,249,5.00,32.5,19,109,8.38,4.85,New Orleans Saints / 4th / 96th pick / 2000
21,2000,Paul Smith\SmitPa00,FB,3,Texas-El Paso,,5-11,220,4.65,,25,,,,San Francisco 49ers / 5th / 132nd pick / 2000
22,2000,Marvel Smith\SmitMa55,OT,57,Arizona State,,6-5,320,5.37,27.5,24,100,7.87,4.83,Pittsburgh Steelers / 2nd / 38th pick / 2000
23,2000,Wes Shivers\ShivWe20,OT,0,Mississippi State,,6-5,318,5.65,22.5,18,98,8.48,4.81,Tennessee Titans / 7th / 237th pick / 2000
24,2000,Aaron Shea\SheaAa00,FB,6,Michigan,College Stats,6-4,253,4.81,37.5,,114,6.72,4.30,Cleveland Browns / 4th / 110th pick / 2000
25,2000,Gari Scott\ScotGa00,WR,0,Michigan State,College Stats,6-0,194,4.59,33.5,,119,,,Philadelphia Eagles / 4th / 99th pick / 2000
26,2000,Chris Samuels\SamuCh00,OT,77,Alabama,College Stats,6-5,325,5.08,,,,,,Washington Redskins / 1st / 3rd pick / 2000
27,2000,Blaine Saipaia\SaipBl20,OG,8,Colorado State,,6-3,321,5.35,,,,,,
28,2000,Tutan Reyes\ReyeTu20,OT,21,Mississippi,,6-3,299,5.37,26.5,20,99,7.49,4.88,New Orleans Saints / 5th / 131st pick / 2000
29,2000,J.R. Redmond\RedmJ.00,RB,9,Arizona State,College Stats,5-11,216,4.48,32.5,,121,,,New England Patriots / 3rd / 76th pick / 2000
30,2000,Chris Redman\RedmCh00,QB,10,Louisville,College Stats,6-3,222,5.37,26.5,,98,7.80,4.78,Baltimore Ravens / 3rd / 75th pick / 2000
31,2000,Tim Rattay\RattTi00,QB,13,Louisiana Tech,College Stats,6-0,215,4.91,25.5,,100,7.34,4.21,San Francisco 49ers / 7th / 212th pick / 2000
32,2000,Greg Randall\RandGr20,OT,20,Michigan State,,6-6,333,5.59,26.0,22,95,8.15,5.13,New England Patriots / 4th / 127th pick / 2000
33,2000,Travis Prentice\PrenTr00,RB,4,Miami (OH),College Stats,6-0,225,4.50,37.0,23,115,6.92,4.40,Cleveland Browns / 3rd / 63rd pick / 2000
34,2000,Jerry Porter\PortJe00,WR,38,West Virginia,College Stats,6-2,221,4.48,,,,,,Oakland Raiders / 2nd / 47th pick / 2000
35,2000,Todd Pinkston\PinkTo00,WR,29,Southern Miss,College Stats,6-2,169,4.45,,,,,,Philadelphia Eagles / 2nd / 36th pick / 2000
36,2000,Mareno Philyaw\PhilMa20,WR,0,Troy,,6-2,205,4.66,39.5,,129,6.93,4.13,Atlanta Falcons / 6th / 172nd pick / 2000
37,2000,Chad Pennington\PennCh01,QB,62,Marshall,College Stats,6-3,229,4.81,33.5,,111,7.12,4.16,New York Jets / 1st / 18th pick / 2000
38,2000,Dennis Northcutt\NortDe00,WR,49,Arizona,College Stats,5-10,175,4.43,37.5,,123,6.96,4.04,Cleveland Browns / 2nd / 32nd pick / 2000
39,2000,Chad Morton\MortCh00,RB,10,Southern California,College Stats,5-8,182,4.50,36.0,18,121,,,New Orleans Saints / 5th / 166th pick / 2000
40,2000,Sylvester Morris\MorrSy00,WR,6,Jackson State,,6-3,216,4.60,34.5,,119,7.06,4.17,Kansas City Chiefs / 1st / 21st pick / 2000
41,2000,Sammy Morris\MorrSa00,FB,33,Texas Tech,College Stats,6-0,221,4.65,37.5,23,117,7.05,4.21,Buffalo Bills / 5th / 156th pick / 2000
42,2000,Frank Moreau\MoreFr00,RB,1,Louisville,College Stats,6-1,231,4.57,36.0,23,117,,,Kansas City Chiefs / 4th / 115th pick / 2000
43,2000,Scottie Montgomery\MontSc00,WR,2,Duke,College Stats,6-0,196,4.57,36.0,,117,7.16,4.11,
44,2000,Rondell Mealey\MealRo00,RB,2,LSU,College Stats,6-0,212,4.69,33.0,,120,6.89,4.15,Green Bay Packers / 7th / 252nd pick / 2000
45,2000,Damion McIntosh\McInDa20,OT,50,Kansas State,,6-4,328,5.31,26.0,23,97,7.72,4.71,San Diego Chargers / 3rd / 83rd pick / 2000
46,2000,Chris McIntosh\McInCh20,OT,7,Wisconsin,College Stats,6-6,315,5.39,,28,,,,Seattle Seahawks / 1st / 22nd pick / 2000
47,2000,Stockar McDougle\McDoSt20,OT,24,Oklahoma,College Stats,6-5,361,5.50,,24,,,,Detroit Lions / 1st / 20th pick / 2000
